"amascat","difficulty","mean","median","stddev","sterr","N"
"hi","easy",0.56,1,1.66032125405497,0.332064250810994,25
"hi","hard",1.12,2,1.96468827043885,0.39293765408777,25
"lo","easy",0.192307692307692,0,1.20064085451831,0.235465044077138,26
"lo","hard",1.38461538461538,1.5,1.91993589636577,0.376530407708321,26
