"amascat","subject","mean","median","stddev","sterr","N"
"hi","math",4.9,5,1.99233224014019,0.281758327475943,50
"hi","verbal",5.74,6,1.87148309626131,0.264667677648474,50
"lo","math",5.48076923076923,6,2.09097392276933,0.289965911315496,52
"lo","verbal",6.26923076923077,6,1.49660248714376,0.207541423322452,52
