"term","df","sumsq","meansq","statistic","p.value"
"amascat",1,0.362368024132726,0.362368024132726,0.130281261886445,0.718917503182212
"subject",1,19.8529411764706,19.8529411764706,7.13767787546453,0.00884004330058489
"amascat:subject",1,2.54782805429863,2.54782805429863,0.916014195176704,0.340878831334619
"Residuals",98,272.58,2.78142857142857,NA,NA
